TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
simplejavacalculator.Calculator,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,85,0.3,2,29,139,104750,1653312782055,0.9814814814814815,111111111111011111111111111111111111111111111111111111,0.9555555555555556,111101111111111111111111111111111111101111111,1.0,111111,3,1,3,1,0.9821428571428571,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110101111,0.8152173913043478,11111111111111111111110111111111111111111111111111111111111111111111000101001000110010010010,1.0,11111,1.0,11111,0.9555555555555556,111101111111111111111111111111111110111111111
